,0,1,2,3,4,5
performance_metrics,R2,MAE,MSE,MAPE,maxE,minE
training,0.7744220648304007,56.7920688595301,7485.811359175783,0.011605004275736477,428.88878975746866,0.08032956691477011
testing,0.781849884226024,57.61289135850024,7334.604700252419,0.011737753748937027,369.1323983240145,0.012134778634390386
