,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,RMSE,MAPE,maxE,minE
training,0.9864898398454538,13.079487556965931,446.68560732795834,21.134938072489316,0.002685976685835428,175.72865890830326,0.016454564236482838
testing,0.9619907050177584,22.064336182440147,1287.2749451392285,35.878614035929935,0.004516432799992039,231.37534954926195,0.01779398641156149
