,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,RMSE,MAPE,maxE,minE
training,0.9979905093542023,5.505694319574387,66.4396675738835,8.151053157346203,0.0011402302818482996,70.13687587042023,0.0035664790420923964
testing,0.987533120346208,13.24363921928726,422.22045502002834,20.548003674810563,0.0027276735127423615,183.63237904631933,0.020312996129177918
