,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.968200734385115,15.106988956766036,1055.2596980479602,32.48476101263422,0.0031050244071034413,0.9682007378544665,269.1326000128802,0.0013209426888352027
testing,0.9393221092817575,21.783410527768435,2040.1013351949607,45.16748094807769,0.004457722361446486,0.9394686990719247,303.46618309584574,0.03440062853314885
