,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.98449905217956,13.596443393441033,514.399474332448,22.680376415140202,0.0027856262701963777,0.984519453566045,140.6561084100049,0.006224390001989377
testing,0.932548475571503,26.222769853014782,2267.843252602402,47.621877877740204,0.005356566774885174,0.9328738729962741,277.95741245999943,0.011603120001382194
