,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9707669407324158,18.759130328382764,970.100054175124,0.0038961158007423204,31.146429236352663,0.9707669407324158,318.27440819963704,0.009547203833790263
testing,0.9351336933127051,22.73801283610842,2180.923517865967,46.70035886228249,0.004725096922379647,0.9358479612363897,545.3401608066406,0.012654795440539601
