,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,RMSE,MAPE,maxE,minE
training,0.9652222870870528,17.192843905719105,1149.8534167094765,33.90948859404218,0.0035088937772774047,331.721363772579,0.0004154181742705987
testing,0.9172270721249924,27.25670232705393,2803.301567132353,52.94621390743962,0.005548291380430067,387.35164095510936,0.006742418174326303
