,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9774761447963343,15.580373735816979,747.4548918504108,27.339621282132107,0.003206384862750341,0.9774859853265184,206.03897263000272,0.009194070000376087
testing,0.913857599827253,29.900988180514727,2896.264578895203,53.81695438145123,0.006106399400493724,0.9145928728134204,326.9013397200024,0.008480480006255675
