,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9949810978156304,9.026297872690346,166.55243764909378,12.905519658235145,0.0018588860927166997,0.9949840737158032,67.42876604266712,0.0060190953699930105
testing,0.9612224274075435,20.183477690561965,1303.7727034520321,36.10779283550896,0.0041198095462321544,0.961373912815326,246.38065982469197,0.0009651993277657311
