iter	Passed	Remaining
257	8962	8406
258	8997	8372
259	9032	8337
260	9066	8302
261	9100	8267
262	9135	8232
263	9167	8195
264	9201	8159
265	9237	8126
266	9281	8099
267	9315	8063
268	9348	8027
269	9380	7991
270	9415	7956
271	9450	7921
272	9484	7886
273	9518	7850
274	9551	7815
275	9585	7779
276	9618	7743
277	9655	7710
278	9690	7676
279	9723	7640
280	9757	7604
281	9790	7568
282	9822	7531
283	9856	7496
284	9891	7461
285	9925	7427
286	9959	7391
287	9992	7355
288	10026	7320
289	10060	7285
290	10095	7250
291	10141	7224
292	10179	7191
293	10216	7158
294	10250	7123
295	10284	7088
296	10319	7053
297	10353	7018
298	10388	6983
299	10421	6947
300	10455	6912
301	10488	6876
302	10522	6841
303	10557	6806
304	10596	6774
305	10630	6739
306	10665	6705
307	10699	6669
308	10732	6633
309	10766	6598
310	10800	6563
311	10834	6528
312	10868	6493
313	10901	6457
314	10935	6422
315	10968	6386
316	11002	6351
317	11036	6316
318	11070	6281
319	11104	6246
320	11138	6211
321	11171	6175
322	11204	6140
323	11238	6104
324	11272	6069
325	11313	6038
326	11346	6003
327	11380	5968
328	11414	5932
329	11447	5897
330	11481	5862
331	11522	5830
332	11558	5796
333	11592	5761
334	11625	5726
335	11660	5691
336	11693	5656
337	11727	5621
338	11763	5586
339	11797	5551
340	11831	5516
341	11884	5490
342	11918	5455
343	11959	5423
344	11992	5387
345	12025	5352
346	12058	5316
347	12091	5281
348	12124	5246
349	12158	5210
350	12193	5176
351	12228	5141
352	12264	5107
353	12297	5071
354	12331	5036
355	12364	5001
356	12402	4967
357	12436	4932
358	12471	4898
359	12505	4863
360	12538	4827
361	12572	4792
362	12607	4758
363	12640	4722
364	12675	4688
365	12708	4652
366	12742	4617
367	12776	4582
368	12810	4547
369	12844	4513
370	12878	4477
371	12912	4442
372	12946	4408
373	12980	4373
374	13014	4338
375	13056	4305
376	13104	4275
377	13140	4241
378	13174	4206
379	13207	4170
380	13241	4135
381	13274	4100
382	13308	4065
383	13342	4030
384	13375	3995
385	13408	3960
386	13442	3925
387	13475	3889
388	13511	3855
389	13554	3823
390	13588	3788
391	13621	3752
392	13655	3717
393	13690	3683
394	13724	3648
395	13758	3613
396	13791	3578
397	13825	3543
398	13859	3508
399	13891	3472
400	13925	3438
401	13959	3403
402	13997	3369
403	14031	3334
404	14064	3299
405	14098	3264
406	14131	3229
407	14165	3194
408	14200	3159
409	14233	3124
410	14268	3089
411	14302	3054
412	14336	3020
413	14369	2985
414	14403	2950
415	14439	2915
416	14475	2881
417	14517	2847
418	14556	2814
419	14589	2778
420	14623	2743
421	14656	2709
422	14692	2674
423	14726	2639
424	14760	2604
425	14793	2569
426	14827	2534
427	14861	2499
428	14896	2465
429	14930	2430
430	14963	2395
431	14996	2360
432	15030	2325
433	15064	2290
434	15103	2256
435	15137	2222
436	15172	2187
437	15206	2152
438	15240	2117
439	15274	2082
440	15308	2048
441	15342	2013
442	15376	1978
443	15410	1943
444	15443	1908
445	15477	1873
446	15513	1839
447	15550	1804
448	15583	1770
449	15616	1735
450	15651	1700
451	15685	1665
452	15719	1630
453	15753	1596
454	15786	1561
455	15820	1526
456	15853	1491
457	15888	1456
458	15920	1422
459	15960	1387
460	15996	1353
461	16030	1318
462	16065	1283
463	16099	1249
464	16132	1214
465	16179	1180
466	16220	1146
467	16253	1111
468	16288	1076
469	16322	1041
470	16356	1007
471	16390	972
472	16425	937
473	16458	902
474	16492	868
475	16525	833
476	16559	798
477	16598	763
478	16633	729
479	16667	694
480	16701	659
481	16735	624
482	16768	590
483	16804	555
484	16837	520
485	16872	486
486	16905	451
487	16939	416
488	16973	381
489	17013	347
490	17048	312
491	17082	277
492	17117	243
493	17153	208
494	17189	173
495	17222	138
496	17257	104
497	17290	69
498	17324	34
499	17356	0
