,0,1,2,3,4,5
performance_metrics,R2,MAE,MSE,MAPE,maxE,minE
training,0.8854329568225074,39.36495101385228,3801.9111778838396,0.008069501695912694,386.1627637911861,0.0035944236478826497
testing,0.8331189491692402,42.493767743037324,5610.84524509049,0.00868525611667186,900.9439394340652,0.15844726428258582
