,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,RMSE,MAPE,maxE,minE
training,0.9858898440097003,10.644090651637823,466.5232333236534,21.59914890276127,0.002181733127537947,179.7553430325106,0.0006166100029076915
testing,0.9349407843159173,21.717712678369065,2203.3846810275595,46.94022455237682,0.004436855737081654,397.2614687562582,0.0061043549967507715
