iter	RMSE
617	14.70729043
618	14.69353992
619	14.68842857
620	14.68311111
621	14.68219519
622	14.6751796
623	14.66804434
624	14.65403027
625	14.64178147
626	14.63928236
627	14.6295191
628	14.615867
629	14.61025082
630	14.60241807
631	14.58766849
632	14.57407189
633	14.57129811
634	14.5669072
635	14.5586037
636	14.54414729
637	14.53377296
638	14.52291866
639	14.51737547
640	14.50619812
641	14.50431388
642	14.48106181
643	14.45865413
644	14.45616875
645	14.44310625
646	14.433546
647	14.42354066
648	14.41308238
649	14.40641993
650	14.39249144
651	14.37099567
652	14.35835561
653	14.34444743
654	14.34348396
655	14.31946584
656	14.31418388
657	14.29455696
658	14.27819598
659	14.25775813
660	14.2347667
661	14.22292238
662	14.21210198
663	14.20834846
664	14.19596503
665	14.19127589
666	14.18456805
667	14.16573081
668	14.15323774
669	14.13381733
670	14.12318462
671	14.11257703
672	14.10834669
673	14.09129385
674	14.08041002
675	14.07532455
676	14.05682396
677	14.05269965
678	14.04053437
679	14.03729393
680	14.0344721
681	14.03080957
682	14.01735817
683	14.00557522
684	13.99896798
685	13.99357348
686	13.98489026
687	13.97290738
688	13.96122171
689	13.95570413
690	13.9480302
691	13.94202807
692	13.93121221
693	13.92648163
694	13.90751515
695	13.89800232
696	13.88641028
697	13.88254752
698	13.86499075
699	13.85367346
700	13.84537518
701	13.83866221
702	13.8282019
703	13.81960951
704	13.80838979
705	13.80352877
706	13.79447213
707	13.78639301
708	13.77687234
709	13.76852265
710	13.75893827
711	13.75137393
712	13.74665951
713	13.73751006
714	13.73311355
715	13.72567759
716	13.71198837
717	13.70418354
718	13.68815794
719	13.68037258
720	13.66916081
721	13.65109056
722	13.64743418
723	13.63146669
724	13.62781115
725	13.61837081
726	13.59916065
727	13.58893483
728	13.58679719
729	13.58025423
730	13.57337163
731	13.56468352
732	13.5614845
733	13.55359442
734	13.55010024
735	13.54493319
736	13.54029314
737	13.53234659
738	13.5243198
739	13.50880596
740	13.50016546
741	13.49195655
742	13.48733805
743	13.47726832
744	13.469754
745	13.45340163
746	13.43678624
747	13.42674711
748	13.41985956
749	13.41537202
750	13.40856037
751	13.40065517
752	13.39129933
753	13.38886988
754	13.37768211
755	13.37077384
756	13.36089393
757	13.35143696
758	13.3487823
759	13.34792134
760	13.34423184
761	13.34341429
762	13.3383404
763	13.33210254
764	13.32630943
765	13.32023694
766	13.30538942
767	13.29910553
768	13.29006459
769	13.28059637
770	13.27145459
771	13.25306161
772	13.24546391
773	13.23840337
774	13.2326567
775	13.2207164
776	13.21385677
777	13.20498245
778	13.19675569
779	13.19341667
780	13.18856424
781	13.18393255
782	13.17570044
783	13.15624596
784	13.14746217
785	13.14123666
786	13.13430827
787	13.12874573
788	13.123258
789	13.1197859
790	13.11335119
791	13.10982698
792	13.10321811
793	13.09313746
794	13.07667172
795	13.07039235
796	13.06486878
797	13.06158346
798	13.05425124
799	13.05019278
800	13.04472602
801	13.04381047
802	13.03640301
803	13.02731004
804	13.02331673
805	13.01339762
806	13.01054636
807	13.00671431
808	13.00511696
809	12.99685803
810	12.99289022
811	12.98459563
812	12.97418643
813	12.97066226
814	12.95152818
815	12.94433145
816	12.94087446
817	12.93515042
818	12.93224425
819	12.92716149
820	12.92274419
821	12.91379704
822	12.91084059
823	12.9073456
824	12.90235742
825	12.89609014
826	12.89176216
827	12.88761277
828	12.87245992
829	12.86990797
830	12.86486528
831	12.85368501
832	12.848917
833	12.84662022
834	12.84422393
835	12.83596405
836	12.83317213
837	12.82717178
838	12.81301179
839	12.80682252
840	12.80072748
841	12.79698987
842	12.79424176
843	12.78930427
844	12.78454063
845	12.78219118
846	12.77244435
847	12.76450542
848	12.76321984
849	12.75719081
850	12.75320412
851	12.75068768
852	12.74608685
853	12.74340607
854	12.73385014
855	12.72640304
856	12.72237054
857	12.7182455
858	12.71044978
859	12.69892227
860	12.69375474
861	12.69045364
862	12.68953744
863	12.6745785
864	12.66907302
865	12.6659884
866	12.66106868
867	12.64993944
868	12.64565344
869	12.64268613
870	12.63865937
871	12.62736078
872	12.62477632
873	12.62212566
874	12.60538778
875	12.60336374
876	12.60262102
877	12.58025345
878	12.57739694
879	12.57348367
880	12.55173571
881	12.54919559
882	12.53522672
883	12.52588984
884	12.52155903
885	12.51990067
886	12.5111167
887	12.50463303
888	12.48854261
889	12.48260342
890	12.47681899
891	12.47454431
892	12.46982754
893	12.46915348
894	12.46828472
895	12.46458865
896	12.46251425
897	12.44931772
898	12.42921048
899	12.42530481
900	12.41700404
901	12.41233194
902	12.40300668
903	12.39979348
904	12.3977579
905	12.3907709
906	12.38379348
907	12.37710541
908	12.37058324
909	12.3624155
910	12.35923638
911	12.35514319
912	12.34657259
913	12.34581385
914	12.3366973
915	12.32683211
916	12.32484419
917	12.32375683
918	12.31768801
919	12.30996491
920	12.30538244
921	12.3016374
922	12.29152037
923	12.28228726
924	12.27892206
925	12.27114713
926	12.26447435
927	12.26018928
928	12.25569304
929	12.2477105
930	12.24339751
931	12.24077335
932	12.23776597
933	12.22953005
934	12.21445106
935	12.1945693
936	12.19141896
937	12.17133887
938	12.16768272
939	12.14959387
940	12.14029572
941	12.13657826
942	12.12997925
943	12.12054127
944	12.11465822
945	12.10708972
946	12.10206858
947	12.09887418
948	12.0919327
949	12.09080549
950	12.08383801
951	12.07915139
952	12.06890268
953	12.06505546
954	12.05504116
955	12.03858264
956	12.03804445
957	12.03213888
958	12.02489304
959	12.01508787
960	12.01163257
961	12.00935679
962	12.0002944
963	11.99885183
964	11.99805894
965	11.99382375
966	11.98729697
967	11.98437522
968	11.98151244
969	11.98074975
970	11.97800999
971	11.96037208
972	11.94249046
973	11.93656909
974	11.9205553
975	11.92006426
976	11.91288689
977	11.91045585
978	11.90332384
979	11.89370494
980	11.88338521
981	11.87784936
982	11.8742807
983	11.87062616
984	11.86437383
985	11.86196793
986	11.86129724
987	11.84348183
988	11.83659815
989	11.82907075
990	11.8258195
991	11.81934853
992	11.81664344
993	11.81448617
994	11.8106752
995	11.80754457
996	11.80473323
997	11.79781526
998	11.79223122
999	11.78621828
