,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,RMSE,MAPE,maxE,minE
training,0.9931963446072617,6.732307361501216,224.94884637861284,14.998294782361521,0.0013958394949764475,155.19909941333844,0.00026850500762520824
testing,0.9803125942490886,13.236952230128992,666.7607007648757,25.821709872990123,0.002726423371756238,239.2812275566621,0.003109263330770773
