iter	RMSE
0	175.7950416
1	169.6560203
2	163.7837381
3	158.4335838
4	153.4416678
5	148.624308
6	143.9267896
7	139.4187733
8	135.1906926
9	131.0732292
10	127.1437244
11	123.4878833
12	120.1008954
13	116.7988654
14	113.5850782
15	110.555597
16	107.6888556
17	105.0290031
18	102.4294885
19	100.0798241
20	97.77007395
21	95.70757101
22	93.66492127
23	91.67977654
24	89.89877263
25	88.2743528
26	86.6662455
27	85.18588444
28	83.78180901
29	82.45685411
30	81.19438204
31	80.09791994
32	79.01769751
33	77.94673443
34	77.00133046
35	76.09331287
36	75.24139232
37	74.42824718
38	73.7072205
39	73.03005985
40	72.35350292
41	71.78323461
42	71.17786578
43	70.65693921
44	70.12814026
45	69.67229414
46	69.22131819
47	68.77994007
48	68.37640232
49	68.02983571
50	67.68335435
51	67.35032631
52	67.03771713
53	66.74507899
54	66.44235415
55	66.20429395
56	66.02189589
57	65.8020624
58	65.62345833
59	65.40651154
60	65.18348569
61	65.00021067
62	64.74065796
63	64.5718378
64	64.43408236
65	64.29913128
66	64.15321397
67	64.03921617
68	63.83274175
69	63.69227195
70	63.59931314
71	63.51751154
72	63.42221467
73	63.26578723
74	63.12801846
75	63.01305274
76	62.8570384
77	62.70803305
78	62.64036343
79	62.56312491
80	62.51535012
81	62.41526509
82	62.34609504
83	62.24143035
84	62.13635996
85	62.06517128
86	61.92850534
87	61.87707342
88	61.80218006
89	61.72149028
90	61.67467206
91	61.64028348
92	61.59016427
93	61.51691088
94	61.47258755
95	61.38325404
96	61.32519243
97	61.2714823
98	61.2037946
99	61.17523613
100	61.1042711
101	61.04077908
102	61.02182223
103	60.96594926
104	60.91628993
105	60.86326083
106	60.80985152
107	60.78193986
108	60.7159279
109	60.65911745
110	60.63148599
111	60.58884836
112	60.5463598
113	60.52130591
114	60.47130121
115	60.44783503
116	60.34592448
117	60.2956995
118	60.2388003
119	60.19020185
120	60.17189502
121	60.10604293
122	60.07130188
123	60.02157627
124	59.94253499
125	59.92574283
126	59.86282832
127	59.82375733
128	59.75738402
129	59.70159198
130	59.67998249
131	59.64819922
132	59.59385446
133	59.5343193
134	59.41133737
135	59.37359601
136	59.3540393
137	59.30241268
138	59.21768205
139	59.17142171
140	59.10822627
141	59.04489281
142	59.02214626
143	58.95960258
144	58.90492774
145	58.83316289
146	58.78925308
147	58.73804082
148	58.71052694
149	58.64845909
150	58.61945458
151	58.59928249
152	58.54818414
153	58.49854671
154	58.4611324
155	58.424971
156	58.39885968
157	58.3644002
158	58.34493783
159	58.31269274
160	58.26330091
161	58.19166427
162	58.11447997
163	58.07408769
164	58.01225062
165	57.95531649
166	57.9207481
167	57.88486624
168	57.79385203
169	57.77890763
170	57.77115816
171	57.67556759
172	57.6118315
173	57.52211519
174	57.4705595
175	57.43909675
176	57.40853376
177	57.36810797
178	57.26832013
179	57.24779595
180	57.21840048
181	57.1831828
182	57.16211567
183	57.10302814
184	57.07711019
185	57.0373849
186	56.96098013
187	56.86176823
188	56.82330009
189	56.73053168
190	56.69638565
191	56.63533768
192	56.60560484
193	56.54420336
194	56.4361466
195	56.41273594
196	56.37669863
197	56.35131561
198	56.31085366
199	56.22876096
200	56.21358738
201	56.17783624
202	56.12735534
203	56.09827314
204	55.97416063
205	55.95019766
206	55.85265664
207	55.81822742
208	55.77208964
209	55.70424319
210	55.6761214
211	55.61686922
212	55.5861117
213	55.51804626
214	55.49458406
215	55.40614834
216	55.33788862
217	55.30798083
218	55.25061382
219	55.23597117
220	55.17691309
221	55.15802155
222	55.1241327
223	55.09798678
224	55.05523917
225	55.02797464
226	54.92843157
227	54.90070771
228	54.80248301
229	54.71386437
230	54.64793303
231	54.57655905
232	54.50887518
233	54.46581557
234	54.42232574
235	54.3633774
236	54.32328223
237	54.30238845
238	54.28544012
239	54.21881104
240	54.19530466
241	54.17842336
242	54.1512878
243	54.12989746
244	54.08598548
245	54.05722455
246	54.00112809
247	53.92997495
248	53.86524966
249	53.82088922
250	53.77790127
251	53.73783225
252	53.69903928
253	53.64019957
254	53.60891285
255	53.58062466
256	53.56580157
257	53.50562452
258	53.44367617
259	53.38530615
260	53.33059287
261	53.30433028
262	53.26958627
263	53.21397421
264	53.18096464
265	53.10145606
266	53.06724969
267	53.03359027
268	52.99323242
269	52.96024542
270	52.90263739
271	52.86998591
272	52.83507039
273	52.80967258
274	52.76240075
275	52.7125017
276	52.67222772
277	52.6393723
278	52.60776141
279	52.57234562
280	52.52820335
281	52.5069242
282	52.48631239
283	52.44885977
284	52.42365725
285	52.40366201
286	52.37909943
287	52.3516701
288	52.32766414
289	52.29700122
290	52.27752557
291	52.22405377
292	52.17408321
293	52.15369616
294	52.13023585
295	52.11169049
296	52.08076954
297	52.04151222
298	51.98274806
299	51.9646554
300	51.93853972
301	51.87902695
302	51.8613915
303	51.81063348
304	51.76300751
305	51.74038472
306	51.71829669
307	51.69283465
308	51.65678477
309	51.62790792
310	51.58269296
311	51.56412346
312	51.54738036
313	51.53373393
314	51.47998154
315	51.45689048
316	51.42217409
317	51.39703261
318	51.38154662
319	51.34845857
320	51.32946279
321	51.30557582
322	51.28738673
323	51.26439657
324	51.24470041
325	51.21694932
326	51.14459918
327	51.11143136
328	51.08984223
329	51.0392125
330	51.02176882
331	51.00064111
332	50.98001648
333	50.92961774
334	50.90666119
335	50.87109118
336	50.86716069
337	50.8387835
338	50.80655565
339	50.7807236
340	50.73791938
341	50.72041356
342	50.7037532
343	50.67713398
344	50.66971673
345	50.63505019
346	50.61907036
347	50.59187307
348	50.5508909
349	50.53544557
350	50.53230954
351	50.48610989
352	50.46759297
353	50.41978251
354	50.39847114
355	50.38641381
356	50.37403741
357	50.35433512
358	50.33228082
359	50.27547266
360	50.25414456
361	50.22624987
362	50.20574594
363	50.18130682
364	50.13927546
365	50.12042135
