,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,MAPE,EV,maxE,minE
training,0.8926300661492482,44.273904235437186,3619.301462591502,0.009263030577710933,0.8926300661492482,358.10241069588847,0.17972413659026643
testing,0.8964829437231803,44.77851825454229,3356.10641710067,0.009351959251394022,0.8966820920611087,332.8331749732124,0.2630443483412819
