,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,MAPE,EV,maxE,minE
training,0.7277600551425932,66.04747380923854,8821.724513051322,0.013585537196565101,0.7277600551425932,431.2061641957134,0.0018377670112386113
testing,0.6750700256087625,72.77215497119737,11519.72444011709,0.014924977749229684,0.6760472940860083,477.4602522294581,0.09023387159231788
