,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9496800497190631,23.89769354643619,1669.869241080647,40.86403358799333,0.004895093560819606,0.9497381756689586,238.43067156999587,0.01181292000637768
testing,0.8444347460745694,39.98317859411925,5230.3875181969515,72.32141811522332,0.008191242749552097,0.8444726905186226,417.9093955799981,0.0023025500022413325
