,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.993067142855069,7.576332546732642,230.06709733400191,15.167962860384446,0.0015713099950548357,0.9930675247580857,170.36980203800158,0.0021555599741986953
testing,0.9846103599976757,11.260776630418025,517.4277606764704,22.747038503428758,0.0023372941810424265,0.9846291834471891,233.1342442536752,0.0054069376456027385
