,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9832949336212145,13.906945060305038,554.3581891556871,23.54481236187044,0.0028457988020063464,0.9833392129794862,157.49256149725989,0.005845277663866
testing,0.9056262725284068,28.841899390207566,3173.016812930167,56.329537659474596,0.005873268041103931,0.9062717695399094,350.2921351779878,0.0020452738863241393
