,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9553696182577748,17.844885666650363,1481.060717924889,38.48455167888655,0.0036389774248549948,0.9554170648718587,352.78698972443726,0.022362641801009886
testing,0.9225968611230524,25.325049103157387,2602.4346776389675,51.01406352800145,0.00515294570164536,0.9231431436058096,389.1449818471947,0.00232472176412557
