,0,1,2,3,4,5
performance_metrics,R2,MAE,MSE,MAPE,maxE,minE
training,0.9707022018430294,22.495721808852174,972.2484163949711,0.0047016324445791745,226.80574970005,0.016594940326285723
testing,0.9350259082004564,30.742287910268246,2184.5474498914537,0.006408242308137308,371.7284980467539,0.015231440027491772
