,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9559563986104104,19.780079119856087,1461.588392203856,38.23072576088317,0.004027483288660929,0.955970995260415,274.08061878804347,0.0002445015243210946
testing,0.871355383101371,34.30925950102949,4325.266610192727,65.76675915835239,0.006982812986259744,0.872268501062686,414.01805967350356,0.007030953115645389
