,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9273006489214379,29.025822136749905,2412.530408612191,49.117516311517534,0.005934923582042972,0.9275187995271855,255.5462986700004,0.021341550003853627
testing,0.8278759685689022,43.196669156580754,5787.123813718043,76.0731477836828,0.00885459723407094,0.8278761251252088,345.83847479999895,0.00987793000331294
