,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.991063905056298,10.952622353222834,296.5446110052533,17.220470696390773,0.002247709410767519,0.991069810341389,131.1768370206264,0.0010402329426142387
testing,0.9443912794052571,23.47462932663876,1869.6665917510395,43.23964143874275,0.004786047160533131,0.9445828628896399,332.6129723764607,0.026537483249740035
