,0
495,4694.620897101794
496,4695.234576944656
497,4695.929806399857
498,4700.353940683303
499,4699.553511081894
500,4699.068164474311
501,4701.6146858042675
502,4700.583660779071
503,4699.344086940203
504,4700.428691113272
505,4695.740839355589
506,4694.432029744768
507,4687.76547542548
508,4687.636702817848
509,4691.111542124697
510,4689.232820923366
511,4689.881589211355
512,4671.397165430899
513,4679.954778776374
514,4680.95243588916
515,4672.5410577594275
516,4679.920828463341
517,4685.637575925646
518,4688.683297521658
519,4689.961563007786
520,4690.117721872905
521,4689.486666858743
522,4688.926057935509
523,4689.0944205158485
524,4683.9496514765915
525,4689.491679808651
526,4687.553185846563
527,4689.881589211355
528,4689.459646243654
529,4687.773135399359
530,4685.5063948170655
531,4690.317520745839
532,4688.913682117082
533,4689.08676054197
534,4689.486666858743
535,4689.4742910403165
536,4690.788820881953
537,4682.333491558243
538,4685.871451499286
539,4689.656122275643
540,4688.165381742253
541,4687.773135399359
542,4689.393523529826
543,4688.277212786429
544,4691.539638191168
545,4690.902931317423
546,4689.65480001993
547,4689.65480001993
548,4690.846282432984
549,4689.576537230244
550,4687.604772819019
551,4688.884013882175
552,4690.883841358703
553,4691.317714017509
554,4691.317714017509
555,4692.5643010278545
556,4695.259837208139
557,4692.98356243798
558,4688.650597328215
559,4690.944329475724
560,4690.131199479784
561,4690.068750833905
562,4689.700988973829
563,4688.996869786159
564,4692.15087027311
565,4689.181099687424
566,4684.002551256913
567,4689.401180038793
568,4692.232329531992
569,4691.679581602657
570,4692.464470030314
571,4699.3182711767295
572,4703.019395330871
573,4689.007099269657
574,4685.14906603967
575,4683.217121351442
576,4681.068229371444
577,4686.789413538393
578,4687.561682638986
579,4688.867373363376
580,4688.507773533997
581,4688.444335470064
582,4686.083487716765
583,4688.58279371286
584,4692.646337480379
585,4692.588110040545
586,4692.777942863762
587,4691.954572984485
588,4691.789549041122
589,4692.588110040545
590,4688.637407730624
591,4689.491679808651
592,4689.539195891346
593,4688.996869786159
594,4689.043083834871
595,4683.061007674338
596,4678.836335772201
597,4679.838985294091
598,4685.489705120116
599,4693.435925184714
600,4695.1785775546205
601,4678.681414275712
602,4680.025388392354
603,4689.491679808651
604,4666.816306914897
605,4667.3964749322095
606,4678.442767272316
607,4681.924176643385
608,4683.061007674338
609,4684.716203361945
610,4688.161862330293
611,4689.755850734797
612,4690.489266156582
613,4690.736044140414
614,4690.736044140414
615,4690.423143442754
616,4689.491679808651
617,4689.6400572525135
618,4687.553185846563
619,4689.043083834871
620,4689.181099687424
621,4687.284758697348
622,4687.284758697348
623,4684.84343239983
624,4679.10010012643
625,4684.329256247132
626,4681.265140285075
627,4684.9145300952
628,4689.700988973829
629,4690.068750833905
630,4681.326139157294
631,4678.590304489976
632,4678.590304489976
633,4681.326139157294
634,4682.439589752365
635,4685.428706247897
636,4682.439589752365
637,4683.315168394183
638,4684.594005136687
639,4687.673657762905
640,4686.384608111587
641,4687.284758697348
642,4688.996869786159
643,4690.442135375692
644,4688.708563016712
645,4690.539519445127
646,4690.57494496954
647,4688.572679913293
648,4688.708563016712
649,4693.280812582212
650,4695.946740920963
651,4698.640484466706
652,4697.614236973901
653,4704.182348693127
654,4706.286879998374
655,4706.442458383972
656,4706.442458383972
657,4706.606122569156
658,4706.606122569156
659,4706.656982045382
660,4704.34601287831
661,4697.542795699666
662,4700.249835647263
663,4704.182348693127
664,4706.286879998374
665,4705.786290180025
666,4706.513008318475
667,4707.056062975979
668,4707.056062975979
669,4706.716553077433
670,4706.415541612458
671,4700.587911326762
672,4705.657628565942
673,4705.657628565942
674,4700.958013373771
675,4706.571119998055
676,4709.045565670939
677,4709.613438082208
678,4710.419830637207
679,4709.608127106854
680,4710.24268951464
681,4708.116434643245
682,4709.613438082208
683,4709.613438082208
684,4710.24268951464
685,4711.055104034788
686,4713.385154265885
687,4709.723475413118
688,4710.587496734779
689,4710.253220692013
690,4707.8509288735495
691,4690.676277847683
692,4695.284873044696
693,4701.257544433703
694,4708.659065651085
695,4709.879526056586
696,4712.851494680653
697,4713.094801121033
698,4712.707193470988
699,4712.80758418117
700,4713.676473355606
701,4714.804424902382
702,4715.975292243537
703,4717.453462337777
704,4716.138541011728
705,4716.138541011728
706,4717.603681750607
707,4717.453462337777
708,4715.975292243537
709,4715.975292243537
710,4717.258736296251
711,4717.453462337777
712,4717.453462337777
713,4717.534766747222
714,4718.243557158574
715,4716.890470377523
716,4716.7454380617055
717,4716.7454380617055
718,4715.955343240908
719,4715.99034449543
720,4703.076581549711
721,4705.845870155736
722,4714.113666378497
723,4713.128845516174
724,4710.675395839571
725,4711.045497886579
726,4710.253220692013
727,4711.055104034788
728,4710.398267900238
729,4708.116434643245
730,4708.917082858118
731,4709.613438082208
732,4709.608127106854
733,4710.419830637207
734,4713.128845516174
735,4712.820176846315
736,4711.342006752076
737,4710.587496734779
738,4710.587496734779
739,4710.587496734779
740,4711.342006752076
741,4711.754858468858
742,4713.335713117292
743,4711.789095861719
744,4711.011142600514
745,4713.128845516174
746,4711.845401463461
747,4710.587496734779
748,4710.587496734779
749,4711.754858468858
750,4713.128845516174
751,4711.845401463461
752,4710.587496734779
753,4710.714470423316
754,4713.374392514844
755,4716.7454380617055
756,4717.953518136154
757,4715.530009763515
758,4714.56499575934
759,4717.67905034434
760,4715.916977182489
761,4717.680591853134
762,4718.643196115471
763,4720.7760565912595
764,4718.761511432723
765,4718.759581775762
766,4718.724580521241
767,4717.761976258903
768,4717.796977513424
769,4717.90206306313
770,4717.690547875792
771,4716.768004150309
772,4717.740475290962
773,4711.986013767747
774,4717.33412636299
775,4718.076401649386
776,4717.823314191302
777,4717.823314191302
778,4716.736109473217
779,4717.781064201246
780,4716.736109473217
781,4716.548081002099
782,4716.748383562079
783,4716.810822234138
784,4714.505289561994
785,4709.613438082208
786,4706.122702662351
787,4708.642120146528
788,4709.608127106854
789,4711.754858468858
790,4713.745746705258
791,4715.967484800501
792,4716.984735866005
793,4716.984735866005
794,4716.883883251001
795,4716.912299081309
796,4716.8117870409105
797,4717.93661138642
798,4717.33412636299
799,4717.849633823238
800,4717.95027478029
801,4717.175397181703
802,4717.4137745063745
803,4718.951051717696
804,4716.42670146252
805,4718.123673212452
806,4716.3166824834625
807,4718.076401649386
808,4718.812973864457
809,4718.05175965974
810,4719.367170018039
811,4718.8253824777785
812,4717.685236338064
813,4717.575443281136
814,4716.749290421474
815,4717.094579992289
816,4716.316621988568
817,4717.843560820683
818,4717.93661138642
819,4717.574367351865
820,4716.37940502503
821,4716.884815798632
822,4718.236970032051
823,4718.123673212452
824,4718.123673212452
825,4717.575443281136
826,4718.007825297017
827,4718.243557158574
828,4712.562688984491
829,4698.526927619435
830,4697.591626619036
831,4691.669401589061
832,4693.176209962442
833,4691.669401589061
834,4696.473614657554
835,4697.327656004433
836,4695.57304850701
837,4695.938151341158
838,4711.379773929345
839,4713.590885139776
840,4710.587496734779
841,4707.928650175235
842,4697.0282466681265
843,4697.0282466681265
844,4702.694214880603
845,4711.328914453118
846,4715.797548110865
847,4715.797548110865
848,4700.033897727089
849,4701.137557373921
850,4702.61572746816
851,4700.586434280396
852,4699.226220438224
853,4700.586434280396
854,4705.776707305881
855,4702.627869027752
856,4698.751058508413
857,4697.022470111453
858,4697.197332855417
859,4696.228904355772
860,4696.177171612684
861,4694.249679521669
862,4697.542932514358
863,4693.877394466921
864,4700.740405379618
865,4711.228783939362
866,4717.146943920752
867,4716.596085775503
868,4742.261135088016
869,4702.821236697587
870,4716.702619977876
871,4715.764438844594
872,4715.624352040367
873,4714.81098166082
874,4710.60271181575
875,4710.7244985972975
876,4706.225747163367
877,4709.901751511178
878,4709.901751511178
879,4705.686337021494
880,4706.554660567087
881,4709.05414157186
882,4711.845401463461
883,4706.178516747699
884,4703.034267480041
885,4696.882034152644
886,4709.910639770718
887,4705.569839704764
888,4715.955343240908
889,4699.699621684324
890,4699.800654012236
891,4698.710064120529
892,4696.783915421246
893,4699.573043645539
894,4699.238767602773
895,4700.729396200755
896,4697.022470111453
897,4699.890117863313
898,4699.339799930685
899,4693.877394466921
900,4693.877394466921
901,4696.643013881117
902,4699.334488955332
903,4696.732477732195
904,4709.05414157186
905,4696.970259956539
906,4716.206889426535
907,4718.07669609206
908,4717.641960631693
909,4720.452917426839
910,4684.020400557666
911,4720.803728362555
912,4681.46640950233
913,4718.869612837058
914,4717.761976258903
915,4717.9050085635035
916,4717.545515559974
917,4701.642917447528
918,4712.981676926866
919,4715.873687701091
920,4721.047342882023
921,4718.566803974111
922,4718.4283688679425
923,4713.012605901595
924,4705.686337021494
925,4717.903733744172
926,4717.812666297869
927,4720.446079670548
928,4718.724466159205
929,4720.312358186426
930,4720.312358186426
931,4717.90206306313
932,4715.569632388257
933,4710.8599472722635
934,4699.478760651925
935,4705.329156482261
936,4695.234576944656
937,4696.057382961023
938,4705.04457158927
939,4714.231175580238
940,4714.33159660282
941,4717.187357784787
942,4709.478650511826
943,4706.303220276851
944,4704.701516159171
945,4699.50577014446
946,4701.597054332248
947,4704.34601287831
948,4708.694066905607
949,4708.642120146528
950,4702.795247208515
951,4699.73798989053
952,4693.0777933171885
953,4697.777073955831
954,4706.594562907214
955,4700.919659683417
956,4692.996424459895
957,4692.046692341145
958,4694.110638181774
959,4715.967484800501
960,4720.00372508002
961,4720.355107913269
962,4716.7454380617055
963,4713.3235715577
964,4714.3242657118635
965,4718.243557158574
966,4708.452361103746
967,4709.746725833498
968,4706.235042085304
969,4716.2589933030895
970,4713.4245644531875
971,4713.050878223119
972,4715.795618453903
973,4715.760617199383
974,4715.537466899994
975,4715.778198964744
976,4718.538977273866
977,4717.372542280059
978,4715.2917779562495
979,4699.918695519513
980,4571.898752901659
981,4554.591029736723
982,4562.710664654985
983,4603.936534596148
984,4582.960350014077
985,4550.297071771583
986,4659.365351577248
987,4662.940744689636
988,4671.910758416976
989,4692.818898724364
990,4696.300855099006
991,4692.48011548498
992,4603.190265916947
993,4681.5462317269585
994,4648.3045617273465
995,4675.628754316487
996,4658.4558600874225
997,4694.3714010617605
998,4687.9633467099475
999,4718.639976720905
1000,4686.556849406532
1001,4704.407312843684
1002,4715.530009763515
1003,4691.478737046205
1004,4696.882034152644
1005,4708.873854435825
1006,4709.038089654147
1007,4710.717041460819
1008,4697.989425994015
1009,4718.746989114942
1010,4713.727141159059
1011,4695.651114476801
1012,4693.942745948306
1013,4712.826656653843
1014,4682.032369176651
1015,4726.385554990557
1016,4764.712719170143
1017,4736.928614209487
1018,4764.712719170143
1019,4738.9930503384285
1020,4654.64694128246
1021,4665.19000050139
1022,4708.248378221506
1023,4765.4327282173335
1024,4766.906936452134
1025,4765.4327282173335
1026,4779.9869919296025
1027,4754.956105608892
1028,4742.872313893552
1029,4666.049818400695
1030,4685.769129427957
1031,4711.304251001591
1032,4744.1431971535385
1033,4552.570121330141
1034,4670.013137260904
1035,4746.326247636478
1036,4776.259455106497
1037,4810.769055728039
1038,4856.904935191234
1039,4682.396686762542
1040,4816.8773477797085
1041,4761.935801702365
1042,4746.19040122588
1043,4793.617391426022
1044,4799.537892578831
1045,4805.311649799472
1046,4850.704377572546
1047,4854.601951258164
1048,4903.355452355785
1049,4975.938625726156
1050,4953.935194884058
1051,4882.632966815653
1052,4833.6280663757025
1053,4791.92985516366
1054,4787.621172685546
1055,4772.190509756663
1056,4780.9227985374555
1057,4740.096830796556
1058,4832.9837828100935
1059,4819.973325943585
1060,4816.016779010289
1061,4821.236335631668
1062,4752.180622511896
1063,4680.827407455106
1064,4819.973325943585
1065,4866.1732600168925
1066,4806.7879874309465
1067,4712.224092905256
1068,4753.966631247925
1069,4752.0399886964715
1070,4712.224092905256
1071,4678.482525417153
1072,4678.482525417153
1073,4678.482525417153
1074,4678.482525417153
1075,4767.381655569043
1076,4567.1543403711585
1077,4552.142162511318
1078,4604.920291384087
1079,4711.304251001591
1080,4552.402245938985
1081,4695.853108974788
1082,4713.863633425033
1083,4554.815059322657
1084,4659.673750183575
1085,4699.562639830914
1086,4735.101514702767
1087,4767.818029465612
1088,4963.101370623888
1089,4973.001484718422
1090,5002.920221504381
1091,4978.881936807953
1092,5056.72607368607
1093,5069.926870155435
1094,5037.525394407908
1095,5036.893468312346
1096,5036.657626979119
1097,5009.019790185592
1098,4999.881164441176
1099,4999.881164441176
1100,5009.019790185592
1101,5009.019790185592
1102,4963.343460881657
1103,4713.587963864548
1104,4798.329533845245
1105,4658.457377961999
1106,4817.811543151053
1107,4804.335088261437
1108,4806.130580882507
1109,4688.385828395341
1110,4688.385828395341
1111,4688.385828395341
1112,4700.024262223316
1113,4707.217820705031
1114,4772.190509756663
1115,4762.638251659217
1116,4772.190509756663
1117,4772.190509756663
1118,4864.370203888872
1119,4864.471644019309
1120,4855.637243653616
1121,4805.076214379692
1122,4772.190509756663
1123,4701.434225770189
1124,4688.512858380213
1125,4755.928440174355
1126,4752.506376157702
1127,4757.220769109696
1128,4773.415931228423
1129,4701.52525563731
1130,4705.49525048333
1131,4704.085286936457
1132,4690.339070591288
1133,4706.130065508517
1134,4716.340937838885
1135,4815.782940239514
1136,4782.11861505745
1137,4847.427959525667
1138,4801.717285723231
1139,4767.631561968367
1140,4815.076805066785
1141,4709.926546268241
1142,4706.483126708825
1143,4704.997417978538
1144,4757.322957655306
1145,4751.892456863943
1146,4757.254381302937
1147,4706.130065508517
1148,4710.098014057746
1149,4715.239201755788
1150,4713.032532934619
1151,4715.239201755788
1152,4706.573749616522
1153,4765.345703729748
1154,4761.835451815878
1155,4760.836825869791
1156,4760.964477873176
1157,4678.549925298464
1158,4708.057864707909
1159,4707.719649726365
1160,4694.452409071445
1161,4757.909876440943
1162,4752.5129632842245
1163,4744.204585252599
1164,4768.808959175418
1165,4721.237054752849
1166,4703.658625013224
1167,4707.719649726365
1168,4779.618383762957
1169,4795.913440351162
1170,4792.599164202921
1171,4776.259455106497
1172,4791.949516432464
1173,4816.554073353181
1174,4772.190509756663
1175,4605.716735539175
1176,4803.796118444925
1177,4723.900670091153
1178,4694.3714010617605
1179,4666.049818400695
1180,4727.7079471705765
1181,4793.617391426022
1182,4793.617391426022
1183,4804.371779256286
1184,4779.717705407518
1185,4831.603818134432
1186,4863.205138955843
1187,4863.679866651007
1188,4865.089338395697
1189,4865.486731998478
1190,4864.743905095712
1191,4865.089338395697
1192,4865.826024926945
1193,4860.44625877122
1194,4856.11197134878
1195,4865.106890420121
1196,4858.336430421857
1197,4865.106890420121
1198,4843.274017297369
1199,4860.865320650228
1200,4843.274017297369
1201,4867.698305535787
1202,4864.370203888872
1203,4863.893894777376
1204,4865.689965109002
1205,4865.027722032917
1206,4870.7327245978795
1207,4877.21680698337
1208,4845.652039001422
1209,4842.477539500256
1210,4861.022822174731
1211,4857.400496040121
1212,4858.571462048848
1213,4910.191791200773
1214,4884.163936257378
1215,4913.994270382129
1216,4907.038025921121
1217,4932.4862450737055
1218,4957.016711088313
1219,4929.6270751715465
1220,4939.1649883831515
1221,4934.705273195446
1222,4929.6270751715465
1223,4942.024158285311
1224,4942.024158285311
1225,4952.2075253464645
1226,4925.282481683034
1227,4883.013184796161
1228,4899.0704123710875
1229,4916.6409720776755
1230,4945.690762945075
1231,4923.651061220736
1232,4942.185589234856
1233,4969.229585603101
1234,4972.713428350249
1235,4969.132401356269
1236,4988.702035945745
1237,4981.098787457186
1238,5023.859179029612
1239,4971.547881844886
1240,4975.235507116276
1241,4961.6710229127475
1242,4931.65824749561
1243,4952.927910206115
1244,4954.227138343646
1245,4954.378664559756
1246,4956.183484038566
1247,4957.964380858869
1248,4953.932305178435
1249,4916.756324851194
1250,4945.446807601877
1251,4946.973857263401
1252,4959.1257053004165
1253,4961.1325897690185
1254,4957.017830209852
1255,4957.017830209852
1256,4968.958535235267
1257,4956.717095719165
1258,4960.605269725257
1259,4957.591799346665
1260,4957.872586707247
1261,4960.963194130101
1262,4959.114171983042
1263,4960.1451753462825
1264,4956.9333774956285
1265,4957.270925974289
1266,4945.580500650492
1267,4926.486109750403
1268,4838.6114191840625
1269,4849.339456030604
1270,4868.991268297603
1271,4807.325934605602
1272,4777.624672191307
1273,4787.504284998858
1274,4819.826118017513
1275,4880.715219167522
1276,4854.051419646494
1277,4782.912990524468
1278,4855.004337961463
1279,4925.162536343954
1280,4919.607152443496
1281,4837.937141813309
1282,4800.070438285076
1283,4849.148003432247
1284,4837.937141813309
1285,4866.968260877862
1286,4972.443598517143
1287,4977.974190479819
1288,4969.593440684977
1289,4997.190053174285
1290,4817.325035201362
1291,4792.599164202921
1292,4811.304136038154
1293,5044.260294355017
1294,4984.754213252831
1295,5023.77719376975
1296,5035.493036768084
1297,5067.055974193571
1298,5012.335381061759
1299,4845.826009434223
1300,4653.850118980491
1301,4575.062227800064
1302,4829.277243691417
1303,4753.255803591267
1304,4945.32199465318
1305,4972.323820995648
1306,4979.8926963731665
1307,4960.311709820148
1308,4976.609160988512
1309,4956.552006568937
1310,4933.613798497784
1311,4877.491391055453
1312,4876.203739265552
1313,4880.597950253628
1314,4894.132374509474
1315,4929.211264941933
1316,4863.003476177564
1317,4920.154093576153
1318,4870.627238101696
1319,4928.074531068309
1320,4968.3468959021275
1321,4967.503322885539
1322,4922.750954118761
1323,4862.459883562878
1324,4896.571104752966
1325,4883.4171821291875
1326,4845.909765024687
1327,4917.326083253205
1328,4926.729306176174
1329,4954.669228390687
1330,4955.640709845914
1331,4965.716657986926
1332,4956.148847393737
1333,4952.446664296468
1334,4942.737400985236
1335,4950.435748164015
1336,4961.50180910759
1337,4980.6202886814535
1338,4965.426576209206
1339,4959.321014620176
1340,4956.822310334479
1341,4953.568742877019
1342,4960.114008597608
1343,4965.480188187219
1344,4979.312907039405
1345,4980.916968405633
1346,4944.074086711667
1347,4981.106085467901
1348,4983.068817844652
1349,4978.124260033129
1350,4981.862794278897
1351,4989.55467834898
1352,4998.23011267762
