293.77614418568,3534.7398781391,"","","",""
293.77614418568,2974.4055384606,"","","",""
549.80605625923,3534.7398781391,"","","",""
549.80605625923,2974.4055384606,"","","",""
320.17283556259,3117.1000868444,"","","",""
320.17283556259,3118.2286562379,"","","",""
320.41624697274,3119.3572256315,"","","",""
320.41624697274,3120.1095865493,"","","",""
320.6596946426,3120.8619474672,"","","",""
320.6596946426,3121.9905168608,"","","",""
320.6596946426,3123.1190862543,"","","",""
320.6596946426,3124.6238080901,"","","",""
320.17283556259,3126.1285859593,"","","",""
320.41624697274,3128.7618771886,"","","",""
320.41624697274,3129.5142941399,"","","",""
320.17283556259,3131.0190159757,"","","",""
320.17283556259,3131.3952244514,"","","",""
320.6596946426,3133.6523632385,"","","",""
320.6596946426,3134.0285156807,"","","",""
321.39000139248,3137.0380153857,"","","",""
321.14655372262,3137.4142238613,"","","",""
321.14655372262,3138.1665847792,"","","",""
320.90314231246,3140.799932042,"","","",""
320.6596946426,3141.5522929599,"","","",""
320.41624697274,3143.0570708291,"","","",""
320.41624697274,3144.5617926648,"","","",""
320.41624697274,3145.3141535827,"","","",""
320.6596946426,3146.4427229763,"","","",""
320.90314231246,3147.1951399276,"","","",""
320.90314231246,3148.6998617634,"","","",""
320.90314231246,3149.4522226812,"","","",""
320.90314231246,3150.5807920748,"","","",""
321.14655372262,3152.085569944,"","","",""
321.14655372262,3152.8379308619,"","","",""
321.39000139248,3153.9665002554,"","","",""
321.63341280263,3154.7188611733,"","","",""
321.63341280263,3155.8474305669,"","","",""
321.63341280263,3157.3522084361,"","","",""
321.63341280263,3159.2331387475,"","","",""
321.63341280263,3160.3617081411,"","","",""
321.63341280263,3161.1140690589,"","","",""
321.63341280263,3162.9949993704,"","","",""
321.63341280263,3163.7474163217,"","","",""
321.87686047249,3164.4997772396,"","","",""
321.87686047249,3165.6283466331,"","","",""
321.87686047249,3167.1330684689,"","","",""
322.12030814236,3167.8854854202,"","","",""
322.36371955251,3170.5187766495,"","","",""
322.12030814236,3172.399706961,"","","",""
322.12030814236,3172.7759154366,"","","",""
322.12030814236,3174.2806372724,"","","",""
322.60716722237,3176.5377760595,"","","",""
322.85061489223,3177.2901369774,"","","",""
322.85061489223,3178.4187063709,"","","",""
322.85061489223,3179.9234842401,"","","",""
322.85061489223,3180.675845158,"","","",""
322.85061489223,3182.1806230272,"","","",""
322.85061489223,3182.5567754695,"","","",""
322.85061489223,3183.685344863,"","","",""
322.85061489223,3185.5662751744,"","","",""
322.85061489223,3187.0710530436,"","","",""
322.85061489223,3189.3281918307,"","","",""
323.58092164211,3190.8329136665,"","","",""
323.58092164211,3191.9614830601,"","","",""
323.58092164211,3193.0900524536,"","","",""
323.58092164211,3194.970982765,"","","",""
323.82433305226,3196.4757606342,"","","",""
323.82433305226,3198.3566909457,"","","",""
323.82433305226,3199.1090518636,"","","",""
323.58092164211,3203.2471209621,"","","",""
323.09402630239,3204.3756903556,"","","",""
323.58092164211,3205.5042597492,"","","",""
323.33747397225,3206.6328291427,"","","",""
323.33747397225,3208.1376070119,"","","",""
323.82433305226,3209.266120372,"","","",""
324.06778072212,3210.3946897656,"","","",""
323.09402630239,3210.3946897656,"","","",""
323.09402630239,3212.2756761105,"","","",""
323.09402630239,3213.4041894706,"","","",""
323.09402630239,3214.9089673398,"","","",""
323.33747397225,3216.413745209,"","","",""
323.58092164211,3218.2946755204,"","","",""
324.31119213228,3220.9279667497,"","","",""
323.33747397225,3220.9279667497,"","","",""
323.33747397225,3222.0565361433,"","","",""
323.82433305226,3223.1851055368,"","","",""
323.82433305226,3224.3136749304,"","","",""
324.06778072212,3224.6898273726,"","","",""
324.31119213228,3226.5708137175,"","","",""
324.798087472,3227.699383111,"","","",""
324.798087472,3229.2041049468,"","","",""
324.798087472,3231.0850352582,"","","",""
325.04149888215,3232.9659655697,"","","",""
325.28494655201,3235.2231043567,"","","",""
325.28494655201,3237.1040346682,"","","",""
324.55463980214,3238.985021013,"","","",""
324.06778072212,3238.985021013,"","","",""
325.43306745332,3235.3729377592,"","","",""
325.43306745332,3236.811428076,"","","",""
