,DEPTH,DT,GR,NPHI,RD,RHOB,ROP5_RM,RS,RT,KLOGH,PHIF,SW,VSH,pp_bar,pp_psi
168,3127.7052,87.7018966,28.9521007,0.21699999,38.9604988,2.20819997,6.30159997,95.4384002,130.2191,733.528686,0.2483,0.0785,0.12449999,320.02,4641.506076
169,3127.8576,87.0512008,29.0130004,0.2168,40.5577011,2.21429991,6.34730005,103.421096,127.670898,695.894897,0.24609999,0.0797,0.1251,320.042,4641.8251596
170,3128.01,87.7117004,29.1012001,0.2166,42.1972007,2.22000002,6.39639997,110.710601,125.064598,658.749694,0.2441,0.08089999,0.126,320.0836293469571,4642.428943322396
171,3128.1624,87.745697,29.5767002,0.2178,44.4404983,2.22000002,6.49389982,108.128898,121.629501,604.47229,0.24449999,0.08179999,0.1305,320.1448880408712,4643.317427167188
172,3128.3148,88.1520996,30.0522003,0.21899999,46.6838989,2.22000002,6.5914998,105.547302,118.194396,554.66687,0.245,0.08269999,0.1351,320.2257760817425,4644.490611134376
173,3128.4672,87.6365966,30.5277004,0.2201,48.9272003,2.22000002,6.68900012,102.965599,114.7593,508.965393,0.24549999,0.08359999,0.13969999,320.3074079933376,4645.674584053771
174,3128.6196,87.1074981,31.1849002,0.2202,51.2948989,2.2176001,6.69799995,102.866897,115.589103,453.578094,0.24629999,0.0833,0.14599999,320.37089829942346,4646.595434755178
175,3128.772,86.9440994,31.8920993,0.21999999,53.696701,2.21460008,6.68279981,103.448997,117.5886,400.991302,0.24729999,0.0825,0.15279999,320.416247,4647.2531632386
176,3128.9244,87.5426025,32.5992012,0.21979999,56.0984992,2.21149992,6.66760015,104.031196,119.588096,354.50119,0.2483,0.08179999,0.1596,320.4434540950673,4647.647769504037
177,3129.0768,87.8139038,33.3569984,0.2192,57.9029006,2.21000003,6.56479978,104.756202,120.014801,306.457885,0.2486,0.08169999,0.16689999,320.4525195846253,4647.779253551488
178,3129.2292,87.8444976,34.1647987,0.21829999,59.1189994,2.21000003,6.37580013,105.621902,118.893096,259.146911,0.24819999,0.08219999,0.1747,320.4452586918641,4647.673943015059
179,3129.3816,88.5389022,34.9724998,0.21739999,60.3352012,2.21000003,6.1868,106.487503,117.7714,219.139694,0.24779999,0.0828,0.1824,320.43256275592563,4647.4898036993945
180,3129.534,88.9765014,35.7414016,0.21719999,61.3554992,2.20930004,5.98559999,105.060203,115.184997,188.548004,0.24799999,0.08359999,0.18979999,320.416247,4647.2531632386
181,3129.6864,88.8397979,36.3754005,0.2195,61.6938018,2.20630002,5.74179983,95.6479034,107.498001,172.318099,0.24989999,0.0856,0.19589999,320.3963114240872,4646.964021632675
182,3129.8388,89.4057006,37.0093994,0.22179999,62.0321006,2.2032001,5.4979,86.2357025,99.8108978,157.485397,0.25189998,0.0877,0.202,320.37275602818727,4646.622378881622
183,3129.9912,88.745697,37.6433982,0.22419999,62.3704986,2.20020008,5.25409984,76.8235015,92.1239013,143.929306,0.25389999,0.09019999,0.2081,320.3455808123002,4646.22823498544
184,3130.1436,88.805603,38.2112998,0.22709999,62.6800994,2.20000004,5.22559976,75.2230987,90.9132003,131.442199,0.25510001,0.09049999,0.21359999,320.31478577642594,4645.781589944127
185,3130.296,88.6352005,38.7751998,0.23,62.9878997,2.20000004,5.2104001,74.1014022,90.0994033,120.033096,0.2563,0.09049999,0.21899999,320.2803709205645,4645.282443757684
186,3130.4484,88.4726028,39.3390998,0.23289999,63.2957992,2.20000004,5.19519996,72.9797973,89.2855987,109.614303,0.2574,0.0907,0.22439999,320.2470896950579,4644.7997395191815
187,3130.6008,86.3960037,39.2901,0.23229999,62.3516998,2.20000004,5.24849987,71.7350997,86.2723007,110.1669,0.2572,0.092,0.2239,320.2196955502482,4644.40242032169
188,3130.7532,85.2583999,38.9273986,0.2298,60.7667007,2.20000004,5.33690023,70.4274978,82.1331024,116.2891,0.25619998,0.09409999,0.2205,320.19818848613534,4644.09048616521
189,3130.9056,85.8945999,38.564701,0.2273,59.1818008,2.20000004,5.42519998,69.1199035,77.9938964,122.751701,0.25519999,0.09629999,0.21699999,320.1825685027192,4643.863937049739
190,3131.058,85.6014022,38.1624984,0.2247,57.6188011,2.2012,5.54029989,67.6765975,75.1121978,129.487304,0.2538,0.0982,0.2131,320.1728356,4643.722772975279
191,3131.2104,86.2296981,37.6962013,0.22179999,56.0918006,2.20420002,5.69880008,66.0123977,74.2770004,136.4449,0.25159999,0.0992,0.20859999,320.16898977797763,4643.666993941832
192,3131.3628,82.6486968,37.2298011,0.21889999,54.564701,2.20729994,5.8572998,64.3481979,73.4419021,143.776596,0.2494,0.10029999,0.20409999,320.17103103665204,4643.696599949394
193,3131.5152,84.007698,36.8249015,0.21619999,52.9635009,2.21119999,5.99569988,62.4808998,72.2409973,149.050292,0.2469,0.10159999,0.2002,320.1789593760233,4643.811590997966
194,3131.6676,84.5634994,36.9743003,0.21559999,50.6927986,2.22340011,5.9531002,58.7807006,67.7390975,133.357192,0.2425,0.1058,0.2017,320.19277479609127,4644.011967087548
195,3131.82,84.794197,37.1236,0.215,48.4220008,2.23559999,5.91039991,55.0803985,63.2372016,119.316398,0.2381,0.11039999,0.20309999,320.21247729685615,4644.297728218142
196,3131.9724,86.2083969,37.2728996,0.21439999,46.1511993,2.24780011,5.86770009,51.3801002,58.7352981,106.753898,0.2337,0.1155,0.2045,320.2380668783179,4644.6688743897475
197,3132.1248,87.7767028,37.3922996,0.2157,44.6217994,2.24749994,5.73269987,50.6750984,57.4308013,105.409797,0.2343,0.1163,0.20569999,320.2695435404765,4645.125405602363
198,3132.2772,90.3574981,37.5051002,0.21729999,43.2563018,2.24449992,5.57730007,50.6324005,56.8334007,106.376602,0.236,0.1162,0.20679999,320.30690728333184,4645.667321855988
199,3132.4296,92.6817016,37.6179008,0.21899999,41.8908004,2.2414,5.42180013,50.5896987,56.236,107.352302,0.2377,0.11609999,0.2079,320.3492985740107,4646.282156657736
200,3132.582,94.0951004,38.7375984,0.2237,40.1381988,2.23180007,5.22039985,49.7729988,56.9800987,94.4337997,0.24289999,0.11379999,0.2186,320.3915602152733,4646.89511105028
201,3132.7344,93.9040985,40.7219009,0.2309,38.0533981,2.21659994,4.97959995,48.2915992,58.8759002,73.830101,0.25099998,0.1098,0.2377,320.43283267424613,4647.493718540731
202,3132.8868,92.2555999,42.7061004,0.2381,35.9686012,2.2012999,4.73890018,46.8102989,60.7718009,57.7218017,0.25909999,0.1061,0.25679999,320.47311595092924,4648.077979129088
203,3133.0392,93.8432998,44.6096,0.24359999,34.0545997,2.18919992,4.54349994,44.4462013,64.4841995,44.4261016,0.26539999,0.10199999,0.27509999,320.5124100453228,4648.647892815353
204,3133.1916,94.4600982,46.2798995,0.24449999,32.6343002,2.1861999,4.47949981,39.5327987,73.4422988,32.6800003,0.26679998,0.0966,0.29120001,320.5507149574266,4649.203459599524
205,3133.344,93.7293014,47.9501991,0.24539999,31.2138996,2.18309998,4.41550016,34.6194,82.400299,24.0394992,0.26820001,0.092,0.30720001,320.5880306872408,4649.744679481603
206,3133.4964,91.5376968,49.6204986,0.24629999,29.7936,2.18009996,4.35150003,29.7061004,91.3583984,17.6835002,0.2696,0.0881,0.3233,320.62435723476517,4650.271552461587
207,3133.6488,84.7977981,51.1748008,0.2398,25.9536991,2.20079994,4.38269996,31.3547992,72.9373016,10.8500003,0.2599,0.0996,0.3382,320.6596946,4650.78407853948
208,3133.8012,80.5460968,52.7262001,0.23319999,22.0552997,2.22219991,4.41629981,33.1622009,53.8536987,6.62809991,0.25,0.11659999,0.3531,320.6940427829451,4651.282257715279
209,3133.9536,80.6652984,54.2775993,0.2265,18.1569004,2.24349999,4.44980001,34.9696998,34.7701988,4.04899978,0.23999999,0.14429999,0.36809998,320.72740178360056,4651.766089988986
210,3134.106,77.5550003,57.1944007,0.2175,17.2222995,2.29029989,4.63810014,33.8176002,27.4993,1.57729995,0.2204,0.1709,0.39610001,320.75977160196624,4652.235575360598
211,3134.2584,75.7753982,60.7086982,0.20749999,17.584999,2.34820008,4.89410018,31.3701,25.3992996,0.50459998,0.1965,0.1948,0.42989999,320.79115223804234,4652.6907138301185
212,3134.4108,78.3602981,64.2230987,0.1976,17.9477005,2.40610003,5.15010023,28.9225997,23.2992,0.1614,0.1726,0.2257,0.46369999,320.82154369182877,4653.131505397546
213,3134.5632,78.4664993,67.0787963,0.19239999,17.6620006,2.43120002,5.30760002,24.8507995,19.9717998,0.03799999,0.1251,0.31439998,0.49110001,320.85094596332544,4653.557950062879
214,3134.7156,79.4452972,69.0052032,0.19419999,16.4610996,2.40980005,5.32590007,18.4864997,14.9120998,0.0593,0.17,0.27720001,0.5097,320.8793590525325,4653.970047826121
215,3134.868,80.8852996,70.9315032,0.19599999,15.2601995,2.38849997,5.34420013,12.1223001,9.85239982,0.0469,0.1781,0.31749999,0.52819997,320.9067829594499,4654.36779868727
216,3135.0204,85.2659988,71.7782974,0.19889999,14.3599004,2.36470007,5.33629989,6.87029981,5.64580011,0.04699999,0.18739999,0.38289999,0.5363,320.9332176840776,4654.751202646325
217,3135.1728,90.7599029,65.6396026,0.209,15.4054002,2.32509994,5.15959978,8.81490039,6.95949983,0.22089999,0.20499999,0.3226,0.47729998,320.95866322641564,4655.120259703287
218,3135.3252,94.1718978,59.5009002,0.21909999,16.4508991,2.28539991,4.9828,10.7595996,8.27320003,1.03869998,0.22259999,0.27799999,0.4183,320.98311958646394,4655.474969858155
219,3135.4776,97.6904983,53.3623008,0.2292,17.4962997,2.24580001,4.80600023,12.7041997,9.58689975,4.88430023,0.24029999,0.24359999,0.35929998,321.0065867642226,4655.815333110932
220,3135.63,96.2493972,50.5880012,0.2361,17.2833995,2.21919989,4.68639993,17.0771999,18.8462009,10.5676002,0.25209999,0.1771,0.33259999,321.0289446144329,4656.1396068988115
221,3135.7824,95.9543991,48.3933982,0.2424,16.8535995,2.1947999,4.57670021,21.8687,29.4745998,20.0013008,0.26300001,0.14219999,0.31150001,321.0494722655421,4656.437335844969
222,3135.9348,96.0615997,46.1988983,0.24879999,16.4239006,2.1703999,4.46689987,26.6601009,40.1030006,37.8567008,0.2739,0.1211,0.29039999,321.06804957229156,4656.706777386602
223,3136.0872,96.8983993,45.1397018,0.252,16.5888004,2.15829992,4.43569993,31.9328994,45.124401,51.6944999,0.27939999,0.11339999,0.2802,321.08467653468125,4656.9479315237095
224,3136.2396,96.4546966,44.9294013,0.25279998,17.1984004,2.1552,4.46309995,37.5656013,45.9533996,55.3013,0.28080001,0.11209999,0.2782,321.09935315271133,4657.160798256295
225,3136.392,95.2054977,44.7190017,0.25369998,17.8080005,2.15219998,4.4906001,43.1982994,46.7825012,59.1598014,0.2822,0.11089999,0.2761,321.1120794263815,4657.345377584352
226,3136.5444,96.2742996,44.5326995,0.25389999,18.3013,2.15089988,4.54729986,47.4990005,47.3647003,61.9702987,0.2827,0.1101,0.27439999,321.12285535569197,4657.501669507885
227,3136.6968,96.2578964,44.4047012,0.25240001,18.5116004,2.1538999,4.67530012,48.5597,47.3464012,61.6768989,0.28099998,0.1106,0.27309998,321.1316809406427,4657.629674026894
228,3136.8492,94.9022979,44.276699,0.2509,18.7219009,2.15700006,4.8032999,49.6203994,47.3280982,61.3848991,0.27939999,0.1111,0.27189999,321.1385561812337,4657.729391141377
229,3137.0016,94.9520034,44.1496009,0.2494,18.9300003,2.16000008,4.92990016,50.6800003,47.3182983,61.1125984,0.27779999,0.11159999,0.2707,321.1434810774649,4657.800820851336
230,3137.154,94.9077987,44.1068992,0.24889999,18.9300003,2.15689992,4.92379999,51.6339988,48.1045989,62.5929985,0.2786,0.1106,0.2703,321.1464556293364,4657.843963156769
231,3137.3064,91.0431976,44.0642013,0.2484,18.9300003,2.1538999,4.91769981,52.5881004,48.8909988,64.1092987,0.27939999,0.1096,0.2698,321.1474798368481,4657.858818057677
232,3137.4588,89.8102035,44.0214996,0.24779999,18.9300003,2.15079998,4.91160011,53.5420989,49.6773986,65.6623001,0.28029999,0.10859999,0.2694,321.1465537,4657.84538555406
233,3137.6112,94.1897964,44.2457008,0.24899999,18.7409992,2.15219998,4.92560005,52.0140991,51.2555007,62.7700996,0.28029999,0.10729999,0.2716,321.1436772187924,4657.803665645921
234,3137.7636,94.0477981,44.5688018,0.25080001,18.4818992,2.1552999,4.94689989,49.5666007,53.1269989,58.4911994,0.27990001,0.10589999,0.27469998,321.1388503932248,4657.7336583332535
235,3137.916,91.1510009,44.8918991,0.25249999,18.2227993,2.15829992,4.9682002,47.1189994,54.9985008,54.5038986,0.27959999,0.1045,0.27779999,321.13207322329754,4657.635363616063
236,3138.0684,88.4024963,45.3079986,0.2518,17.9582996,2.16140007,5.01280021,43.5195999,50.8684997,48.964199,0.27829998,0.1084,0.2818,321.12334570901044,4657.508781494345
237,3138.2208,84.7640991,45.8384017,0.24819999,17.6870002,2.1644001,5.08599996,38.5056991,39.3684005,42.0553016,0.2757,0.12129999,0.28690001,321.11266785036366,4657.3539119681045
238,3138.3732,82.0175018,46.3686981,0.24449999,17.4157009,2.16750001,5.15910005,33.4916992,27.8682994,36.1212997,0.2732,0.14079999,0.29199999,321.10003964735716,4657.1707550373385
239,3138.5256,79.4236984,47.700901,0.23919999,16.9934005,2.17969989,5.24660015,28.4199008,18.4888992,24.6573009,0.2669,0.1699,0.3048,321.0854610999909,4656.959310702047
240,3138.678,89.9037017,53.0043983,0.22599999,15.8229999,2.23760008,5.40509986,23.0615005,19.6135997,5.39519977,0.24179999,0.1808,0.3558,321.0689322082648,4656.719578962231
241,3138.8304,88.5084991,58.3078994,0.21289999,14.6525001,2.29559993,5.56360006,17.7031002,20.7383003,1.18050003,0.2167,0.1947,0.4068,321.0510256850305,4656.459866330545
242,3138.9828,85.8515014,63.6114006,0.19969999,13.4820995,2.35349988,5.72209978,12.3447999,21.8631,0.2583,0.19149999,0.21269999,0.4578,321.0323142431394,4656.188479319645
243,3139.1352,78.8020019,63.4203987,0.19069999,13.9314002,2.37890005,5.67239999,11.9697999,19.9808998,0.21379999,0.17919999,0.2327,0.456,321.0127978825915,4655.905417929531
244,3139.2876,73.2297973,62.5303993,0.1823,14.5867004,2.40030002,5.59619998,12.2288999,17.716299,0.2097,0.1685,0.2563,0.4474,320.9924766033868,4655.610682160202
245,3139.44,72.1591033,61.6403999,0.1738,15.2419996,2.4216001,5.51999998,12.4879999,15.4516,0.20559999,0.1578,0.28519999,0.4388,320.9713504055253,4655.304272011658
246,3139.5924,70.0643997,59.7358016,0.16789999,14.7257003,2.43919992,5.44750022,13.0574998,15.1920003,0.25729998,0.14939999,0.2987,0.42050001,320.94941928900704,4654.986187483901
247,3139.7448,71.6312026,57.1725006,0.16349999,13.4485998,2.45449995,5.37739992,13.8287,16.2343997,0.37709999,0.14239999,0.30019998,0.39590001,320.926683253832,4654.656428576928
248,3139.8972,71.9663009,54.6091003,0.15909999,12.1715002,2.46970009,5.30730009,14.5998001,17.2768001,0.55279999,0.13549999,0.30270001,0.37119999,320.9031423,4654.314995290741
249,3140.0496,70.6361007,54.9413986,0.15579999,11.3774995,2.48690009,5.15390014,15.3125,18.6991996,0.23739999,0.09319999,0.3953,0.37439998,320.87879642751136,4653.961887625339
250,3140.202,73.6445007,61.2751007,0.15469999,11.5846996,2.50830006,4.82770013,15.9038,20.9090003,0.0537,0.081,0.43099999,0.43529999,320.85364563636597,4653.597105580725
251,3140.3544,76.0202026,67.6089019,0.1536,11.7919998,2.5295999,4.50159978,16.4951,23.1187992,0.01209999,0.0688,0.4821,0.49619999,320.82768992656366,4653.220649156894
252,3140.5068,75.9578018,73.8080978,0.15309999,11.9784002,2.54800009,4.18370008,16.9181003,25.0494003,0.00289999,0.05829999,0.54610002,0.55580002,320.8009292981046,4652.83251835385
253,3140.6592,74.6679,77.1274032,0.1631,11.7194004,2.50219988,4.04349994,13.7391004,21.0016002,0.0024,0.08439999,0.43779999,0.58780002,320.7733637509888,4652.432713171591
254,3140.8116,74.3777008,80.4466018,0.17319999,11.4603004,2.45650005,3.90330004,10.5600004,16.9538993,0.002,0.1106,0.38609999,0.61970001,320.7455604540054,4652.029459712803
255,3140.964,76.9646987,83.7658996,0.1833,11.2011995,2.41079998,3.7630999,7.38100004,12.9062004,0.00289999,0.16529999,0.3113,0.6516,320.72092241988986,4651.672114593599
256,3141.1164,78.4154968,83.6606979,0.1886,10.4230003,2.38369989,3.68339991,6.52519989,10.5298995,0.00359999,0.17669999,0.3199,0.65060001,320.7000168174317,4651.368903916666
257,3141.2688,78.9310989,82.4963989,0.1923,9.48419952,2.36240005,3.62249994,6.38810014,8.67059993,0.0054,0.18549999,0.33160001,0.6394,320.68284364663066,4651.119827682001
258,3141.4212,75.4324035,81.3320007,0.19609999,8.54539966,2.34100008,3.56150007,6.25089979,6.81139993,0.008,0.19439999,0.35120001,0.62819999,320.66940290748664,4650.924885889604
259,3141.5736,77.0498962,80.6018981,0.19629999,7.83330011,2.34619998,3.52410006,6.09899997,6.13999986,0.00889999,0.19269999,0.36849999,0.62120002,320.6596946,4650.78407853948
260,3141.726,77.5698013,80.3367996,0.19269999,7.36390018,2.37969994,3.51189994,5.93139982,6.74039983,0.0074,0.1797,0.37549999,0.61860001,320.6537187241706,4650.697405631625
261,3141.8784,76.7263031,80.0716018,0.18909999,6.89449977,2.4131999,3.49970006,5.76380014,7.34089994,0.0062,0.1668,0.38569998,0.61610001,320.6514752799983,4650.66486716604
262,3142.0308,84.3626022,79.1176986,0.18899999,6.55389976,2.4295001,3.48449993,5.43900012,7.50400018,0.0035,0.126,0.48129999,0.60689997,320.6529642674832,4650.6864631427225
263,3142.1832,90.1584014,75.4449005,0.2026,6.72149991,2.37770009,3.45700001,4.49420022,5.94040012,0.0214,0.1844,0.38299998,0.57160001,320.65818568662536,4650.762193561677
264,3142.3356,94.3702011,71.7720031,0.21619999,6.88920021,2.32590007,3.4296,3.54929995,4.37669992,0.0683,0.20759999,0.3905,0.5363,320.66713953742465,4650.8920584229
265,3142.488,88.7528991,68.0991973,0.2298,7.05679988,2.27410006,3.40219998,2.60439991,2.81310009,0.2177,0.2308,0.42599999,0.50099998,320.6798258198811,4651.076057726392
266,3142.6404,84.7070999,63.0728988,0.236,7.67089986,2.23909997,3.45619988,6.29269981,7.35690021,0.77350002,0.24529999,0.27149999,0.4526,320.6962445339948,4651.314191472154
267,3142.7928,85.356903,57.9309005,0.2414,8.32320022,2.20560002,3.51710009,10.3769998,12.4226999,2.7729001,0.25889998,0.2081,0.4032,320.71639567976575,4651.606459660186
268,3142.9452,85.2574005,52.7890014,0.2469,8.9755001,2.17210006,3.57809996,14.4614,17.4883995,9.94120025,0.27259999,0.17229999,0.35370001,320.735670313669,4651.886015095392
269,3143.0976,86.8031005,50.4891014,0.2484,10.0298004,2.16000008,3.74250006,18.7252998,26.5440998,17.1434001,0.2773,0.1428,0.33160001,320.74945949217965,4652.086010582675
270,3143.25,90.0432968,49.7849998,0.2475,11.3100004,2.16000008,3.96499991,23.0900001,37.8400001,19.6019001,0.27700001,0.12359999,0.3249,320.75776321529776,4652.206446122035
271,3143.4024,89.1531982,49.0808982,0.2466,12.5902004,2.16000008,4.1875,27.4547004,49.1358985,22.4129009,0.27669999,0.111,0.3181,320.7605814830233,4652.247321713474
272,3143.5548,90.334999,48.5018005,0.24609999,13.3003997,2.16000008,4.37160015,29.5550994,53.600399,25.0554008,0.27639999,0.1071,0.3125,320.7579142953563,4652.208637356988
273,3143.7072,91.0011978,48.1450996,0.24609999,12.9955997,2.16000008,4.48750019,27.6226997,45.8981018,26.9067001,0.27649998,0.1141,0.3091,320.7497616522968,4652.090393052582
274,3143.8596,92.0494995,47.7885017,0.24619999,12.6907997,2.16000008,4.60330009,25.6902999,38.1958007,28.8948001,0.27649998,0.1229,0.3057,320.7361235538446,4651.892588800251
275,3144.012,89.8037033,47.4813995,0.2457,12.5601997,2.1631,4.73260021,143.336196,33.1329994,30.0202007,0.2752,0.1306,0.30270001,320.717,4651.6152246
276,3144.1644,87.7742996,47.7526016,0.2397,14.4682998,2.20269989,5.01910018,1660.04797,58.9525985,21.1807994,0.2592,0.10819999,0.30529999,320.6923909907628,4651.258300451826
277,3144.3168,87.4285964,48.023899,0.2337,16.3763008,2.24239993,5.30560016,3176.76098,84.7722015,14.9441995,0.2432,0.09809999,0.30790001,320.6622965261331,4650.821816355729
278,3144.4692,88.916603,48.2952003,0.22759999,18.2844009,2.28200006,5.59210014,4693.47314,110.591903,10.5438995,0.2272,0.0929,0.31049999,320.62671660611085,4650.305772311711
279,3144.6216,90.6131973,49.4856986,0.2273,18.0424995,2.28270006,5.64510011,3790.70507,112.497596,8.25730037,0.22679999,0.0926,0.32199999,320.58565123069593,4649.710168319768
280,3144.774,91.8636016,50.9091987,0.2283,17.2562007,2.2736001,5.63899993,2275.10791,108.346199,6.63980007,0.23039999,0.09309999,0.3357,320.5405597144227,4649.056169986045
281,3144.9264,92.2902984,52.3325996,0.22939999,16.4698009,2.2644,5.63290023,759.511718,104.1949,5.33909988,0.23399999,0.09369999,0.34940001,320.500197944496,4648.470770947381
282,3145.0788,91.2701034,53.5227012,0.23109999,15.4879999,2.25530004,5.65210008,25.4692001,94.1445007,4.52050018,0.2378,0.0966,0.36079999,320.46602523545,4647.97513680992
283,3145.2312,88.2657012,54.4950981,0.2336,14.3235998,2.24609994,5.69469976,21.4062004,78.5845031,4.0163002,0.24189999,0.10279999,0.37009999,320.4380415872846,4647.569267573658
284,3145.3836,87.780899,55.4673995,0.236,13.1592998,2.23699998,5.73740005,17.3432006,63.0243988,3.5683999,0.246,0.11119999,0.3795,320.416247,4647.2531632386
285,3145.536,75.7922973,56.8818016,0.23409999,12.0,2.2479999,5.77650022,15.1586999,49.8014984,2.4763,0.2415,0.1246,0.39309999,320.4006414735961,4647.026823804744
286,3145.6884,75.5836029,59.7254981,0.21829999,10.8570003,2.32419991,5.80389976,19.0480003,44.1352996,0.773,0.209,0.14759999,0.42039999,320.39122500807275,4646.890249272085
287,3145.8408,79.4227981,62.5693016,0.2025,9.71399974,2.40039992,5.83129978,22.9372005,38.4691009,0.2413,0.17659999,0.1799,0.44780001,320.3879976034303,4646.843439640632
288,3145.9932,82.5932006,65.4131011,0.1867,8.57100009,2.47659993,5.85879993,26.8264999,32.8027992,0.0329,0.0991,0.3086,0.47510001,320.3909592596684,4646.886394910379
289,3146.1456,82.6953964,68.9529037,0.19189999,8.91889953,2.47709989,5.77850008,20.1219005,23.8430995,0.0161,0.0988,0.356,0.50919997,320.40010997678723,4647.019115081327
290,3146.298,80.5737991,72.5251007,0.1981,9.33650016,2.47399997,5.69309997,12.9224996,14.7295999,0.0082,0.1005,0.43189999,0.5435,320.41544975478683,4647.2416001534775
291,3146.4504,78.0913009,76.0973968,0.2043,9.75409984,2.47099995,5.6078,5.72310018,5.61609983,0.0041,0.1023,0.63800001,0.57789999,320.436978593667,4647.5538501268275
292,3146.6028,79.2751998,79.400299,0.20849999,9.15600013,2.45770001,5.46899986,3.26690006,2.66030001,0.00249999,0.10989999,0.82359999,0.6096,320.46469649342794,4647.9558650013805
293,3146.7552,81.308197,82.5733032,0.2117,8.0678997,2.43939995,5.30439996,3.0992999,2.67549991,0.00159999,0.12039999,0.76880002,0.6401,320.49860345406955,4648.447644777134
294,3146.9076,85.1864013,85.7462005,0.2149,6.97970008,2.4210999,5.13980007,2.93160009,2.69079995,0.001,0.13079999,0.72170001,0.67059999,320.5386994755919,4649.02918945409
295,3147.06,85.2354965,87.3303985,0.21819999,5.93240022,2.39919996,5.00279998,2.96440005,2.81879997,0.001,0.14329999,0.6581,0.68589997,320.58498455799486,4649.700499032246
296,3147.2124,83.4036026,86.4677963,0.22169999,4.94789981,2.37179994,4.90829992,3.30579996,3.12059998,0.0015,0.15899999,0.57779997,0.67760002,320.6325045179517,4650.389719027468
297,3147.3648,81.9384994,85.6052017,0.22509999,3.96339988,2.34430003,4.81379985,3.6472001,3.4223001,0.0041,0.20479999,0.44909998,0.66930001,320.67630517213547,4651.024994955618
298,3147.5172,80.2387008,85.0110015,0.22699999,3.07310009,2.32649993,4.73649978,3.89869999,3.67070007,0.00529999,0.2117,0.42410001,0.66360002,320.71638652054605,4651.606326816695
299,3147.6696,78.9177017,86.5258026,0.21709999,2.92379999,2.38439989,4.79440021,3.4446001,3.5,0.0013,0.1517,0.57340002,0.67809998,320.75274856318356,4652.133714610702
300,3147.822,81.393898,88.0407028,0.2072,2.77439999,2.44239997,4.85239982,2.99040007,3.32940006,0.001,0.11869999,0.7159,0.69270002,320.78539130004805,4652.607158337637
301,3147.9744,82.8728027,89.5554962,0.1973,2.62509989,2.50029993,4.91029977,2.53629994,3.15869998,0.001,0.0856,0.95209997,0.7073,320.81431473113946,4653.0266579975005
302,3148.1268,79.3108978,93.0027999,0.2011,2.63299989,2.50749993,4.94280004,2.45239996,3.08179998,0.001,0.08139999,1.0,0.74040001,320.8395188564577,4653.392213590291
303,3148.2792,80.7817001,96.8403015,0.20769999,2.67260003,2.50440001,4.97030019,2.44320011,3.02390003,0.001,0.0832,0.9914,0.7773,320.86100367600295,4653.703825116012
304,3148.4316,79.5490036,100.677696,0.2143,2.71219992,2.50139999,4.99770021,2.43409991,2.96600008,0.001,0.08489999,0.98259997,0.81419998,320.878769189775,4653.961492574659
305,3148.584,81.8476028,103.634803,0.21699999,2.79889988,2.50500011,5.03859996,2.33759999,2.75020003,0.001,0.0828,1.0,0.84259998,320.8928153977741,4654.165215966236
306,3148.7364,75.245903,105.875099,0.21639999,2.92379999,2.51419997,5.09040021,2.17000007,2.40569996,0.001,0.0776,1.0,0.86419999,320.9031423,4654.314995290741
307,3148.8888,69.9084014,108.115402,0.2157,3.04879999,2.52329993,5.14219999,2.00230002,2.06130003,0.001,0.0724,1.0,0.88569998,320.9097498964529,4654.410830548174
308,3149.0412,72.1679992,108.226402,0.21269999,3.33940005,2.53159999,5.17670011,1.88329994,1.7795,0.001,0.06759999,1.0,0.88679999,320.91263818713276,4654.452721738536
309,3149.1936,67.8002014,102.590698,0.20319999,4.07700014,2.53769993,5.16450023,1.89549994,1.6667,0.001,0.06409999,1.0,0.83259999,320.9118071720394,4654.4406688618255
310,3149.346,69.8993988,96.9549026,0.1937,4.81459999,2.54380011,5.15229988,1.90769994,1.55400002,0.001,0.06069999,1.0,0.7784,320.9072568511731,4654.374671918044
311,3149.4984,73.080101,91.3191986,0.1842,5.55229997,2.54990005,5.1401,1.91989994,1.44120001,0.001,0.05719999,1.0,0.72420001,320.8989872245336,4654.254730907191
312,3149.6508,77.9747009,76.5811004,0.19529999,6.64580011,2.45950007,5.10979986,3.40989995,5.58400011,0.00419999,0.1088,0.60829997,0.58249998,320.886998292121,4654.080845829265
313,3149.8032,87.4910964,61.7464981,0.20669999,7.74300003,2.36809992,5.07940006,4.91559982,9.77190017,0.35969999,0.1893,0.2969,0.43990001,320.8712900539354,4653.853016684268
314,3149.9556,93.6759033,46.9118995,0.21809999,8.8402996,2.27659988,5.04890012,6.42129993,13.9598999,13.3933,0.22519999,0.21709999,0.29719999,320.8518625099766,4653.571243472199
315,3150.108,90.4738998,40.1102981,0.22349999,10.1190004,2.23699998,5.00330018,11.8430995,21.4526004,69.4182968,0.24099999,0.1708,0.2318,320.8287156602448,4653.235526193059
316,3150.2604,91.1853027,36.6111984,0.2265,11.4723997,2.21880006,4.95149993,18.8749008,30.3040008,159.955993,0.2485,0.14399999,0.1982,320.80184950473995,4652.845864846848
317,3150.4128,87.1695022,33.1120986,0.22949999,12.8256998,2.20050001,4.89960002,25.9066009,39.1553993,368.57669,0.25589999,0.1261,0.16449999,320.77126404346194,4652.402259433563
