iter	RMSE
0	177.0198494
1	172.3583285
2	167.6421518
3	163.2999437
4	159.1617623
5	155.3611496
6	151.559855
7	147.7900375
8	143.8376356
9	140.5304215
10	137.1130367
11	134.080142
12	131.1968698
13	128.1546568
14	125.5863513
15	123.156831
16	120.8040556
17	118.3897859
18	116.3259063
19	114.6257185
20	112.5741154
21	110.8363445
22	109.0221833
23	107.2381609
24	105.338112
25	103.825504
26	102.147355
27	100.8245279
28	99.20857306
29	97.84326499
30	96.23714118
31	94.81227634
32	93.75598658
33	92.73740547
34	91.52435655
35	90.43234429
36	89.5334151
37	88.48610375
38	87.66335977
39	86.8050643
40	86.13423636
41	85.33125284
42	84.59788467
43	83.87712089
44	83.01275591
45	82.23333087
46	81.50653932
47	81.03461244
48	80.32276109
49	79.687632
50	79.02841354
51	78.47191494
52	78.05111624
53	77.68059003
54	77.16572312
55	76.58570596
56	76.16974829
57	75.54403538
58	74.96851451
59	74.33328423
60	73.93990859
61	73.66144445
62	73.23535417
63	72.94778976
64	72.65722819
65	72.30232506
66	71.93254176
67	71.51223084
68	71.15631868
69	70.93786761
70	70.54115318
71	70.25492519
72	69.90942025
73	69.71912055
74	69.40219456
75	69.24282817
76	69.09109643
77	68.76505274
78	68.50638279
79	68.33751294
80	67.96818183
81	67.83573706
82	67.58939118
83	67.49985477
84	67.39675095
85	67.24205146
86	67.02408475
87	66.87966754
88	66.6867889
89	66.42464441
90	66.28336242
91	66.05772676
92	65.96134944
93	65.74256431
94	65.63207742
95	65.49406682
96	65.2705839
97	65.05762619
98	64.90181744
99	64.75501617
100	64.52862028
101	64.4080284
102	64.28901303
103	64.00873584
104	63.92025889
105	63.75942192
106	63.71396015
107	63.56401895
108	63.39180144
109	63.23710606
110	63.13801528
111	63.04931488
112	62.8750312
113	62.69246645
114	62.48656847
115	62.35896902
116	62.26561944
117	62.11868366
118	61.99424578
119	61.85323388
120	61.63569835
121	61.45312797
122	61.30906488
123	61.05811807
124	60.88298311
125	60.79033172
126	60.54874523
127	60.46238941
128	60.40232886
129	60.22646756
130	60.05746974
131	60.00866701
132	59.9581221
133	59.88518552
134	59.74201735
135	59.58577586
136	59.47546979
137	59.41947002
138	59.25935659
139	59.15331966
140	59.0367596
141	58.95203043
142	58.853248
143	58.76307401
144	58.66180859
145	58.6217095
146	58.55507603
147	58.50152195
148	58.41986599
149	58.37886152
150	58.25924597
151	58.09768289
152	57.89552961
153	57.73116284
154	57.61636361
155	57.4865718
156	57.39794065
157	57.19265096
158	57.04090623
159	57.01449024
160	56.96246218
161	56.89698867
162	56.74075367
163	56.58354344
164	56.49277475
165	56.43777749
166	56.39431852
167	56.28506233
168	56.23423347
169	56.08835561
170	55.99172694
171	55.84102728
172	55.70546464
173	55.65069387
174	55.52064906
175	55.41213488
176	55.28961461
177	55.22532896
178	55.18299828
179	55.10561203
180	54.99606036
181	54.91082459
182	54.748159
183	54.66963567
184	54.57884172
185	54.43053198
186	54.27814649
187	54.1628087
188	54.08158719
189	53.95516118
190	53.8392872
191	53.77517482
192	53.70788089
193	53.53984106
194	53.38179623
195	53.24787944
196	53.11482991
197	52.98543158
198	52.79984084
199	52.75280279
200	52.62961067
201	52.56352699
202	52.51119019
203	52.45844856
204	52.34280745
205	52.27472159
206	52.18149866
207	52.03967775
208	51.99678077
209	51.87868252
210	51.74821943
211	51.62383786
212	51.5392489
213	51.49968387
214	51.39091128
215	51.27154504
216	51.19951813
217	51.10479395
218	51.00283373
219	50.88076885
220	50.84605876
221	50.7757864
222	50.70038653
223	50.56276918
224	50.50216883
225	50.42640795
226	50.30893587
227	50.22148698
228	50.18268989
229	50.11365634
230	50.0269216
231	49.97440276
232	49.88207976
233	49.82155547
234	49.75729957
235	49.70539095
236	49.62157873
237	49.5363113
238	49.49181196
239	49.42532637
240	49.36216521
241	49.27515908
242	49.22816919
243	49.17836946
244	49.06836164
245	48.95251246
246	48.88677195
247	48.78292407
248	48.64436609
249	48.55583548
250	48.5167839
251	48.46533231
252	48.4255393
253	48.38546603
254	48.3167636
255	48.24223639
256	48.20561531
257	48.10252164
258	48.00840877
259	47.93613232
260	47.88873697
261	47.79003622
262	47.71338773
263	47.62538855
264	47.59823761
265	47.52407505
266	47.4742519
267	47.42732404
268	47.38413135
269	47.29123601
270	47.24806475
271	47.18380102
272	47.08164921
273	47.04156491
274	46.95645423
275	46.91635826
276	46.79293197
277	46.75796695
278	46.7066269
279	46.65579191
280	46.58334677
281	46.53020442
282	46.50514131
283	46.47387661
284	46.43452173
285	46.37293187
286	46.3504701
287	46.31796055
288	46.25580309
289	46.21731877
290	46.12126702
291	46.04801139
292	46.00337087
293	45.96367599
294	45.9260747
295	45.83235903
296	45.80087068
297	45.75520108
298	45.67609715
299	45.61295942
300	45.57820413
301	45.50240778
302	45.46388395
303	45.40938665
304	45.3701532
305	45.3420631
306	45.23081218
307	45.16336633
308	45.13256226
309	45.03844292
310	45.0039899
311	44.89072386
312	44.83328528
313	44.72854801
314	44.68174101
315	44.61047663
316	44.54206481
317	44.46796174
318	44.43588525
319	44.36369325
320	44.30604998
321	44.28147698
322	44.25213299
323	44.22191606
324	44.17056903
325	44.10063485
326	44.07641549
327	43.99296551
328	43.87847012
329	43.84705452
330	43.79040643
331	43.73951986
332	43.70812436
333	43.65648141
334	43.59078014
335	43.55205985
336	43.5212115
337	43.48772656
338	43.41848243
339	43.35236943
340	43.27570665
341	43.19763291
342	43.16644711
343	43.11542218
344	43.0743241
345	43.02550187
346	42.99469942
347	42.96091011
348	42.91926034
349	42.85667575
350	42.79828546
351	42.76895902
352	42.74704671
353	42.71198224
354	42.63662572
355	42.57420874
356	42.52337627
357	42.49509378
358	42.44671249
359	42.42024783
360	42.32579147
361	42.27355624
362	42.23358009
363	42.19966963
364	42.17635699
365	42.11383096
366	42.05225347
367	41.99737541
368	41.96654173
369	41.93913819
370	41.92296213
371	41.9012036
372	41.83159488
373	41.80776709
374	41.70783927
375	41.69105712
376	41.61919939
377	41.54937149
378	41.51067273
379	41.451549
380	41.42403832
381	41.40317837
382	41.3761824
383	41.318689
384	41.27051447
385	41.23851771
386	41.20126176
387	41.17822332
388	41.15642962
389	41.13723198
390	41.11746718
391	41.07239017
392	41.05378919
393	41.02178055
394	40.99323383
395	40.96522665
396	40.93993817
397	40.90666948
398	40.88172549
399	40.83550522
400	40.80879079
401	40.78569545
402	40.74844038
403	40.68991125
404	40.65749342
405	40.61649922
406	40.57426516
407	40.54213085
408	40.51997661
409	40.48464105
410	40.45924853
411	40.43254039
412	40.39957891
413	40.35551877
414	40.28096308
415	40.25264912
416	40.19180535
417	40.17446591
418	40.14237919
419	40.12633083
420	40.09377056
421	40.03576906
422	40.00568321
423	39.97921431
424	39.94310448
425	39.87892485
426	39.83426263
427	39.78759288
428	39.77619331
429	39.74127585
430	39.65406854
431	39.61822116
432	39.5962006
433	39.56845775
434	39.53645147
435	39.51147716
436	39.49971623
437	39.46848686
438	39.44386582
439	39.38707442
440	39.35955783
441	39.34176827
442	39.32402184
443	39.30013214
444	39.28364285
445	39.2599136
446	39.22442496
447	39.18905164
448	39.17920056
449	39.15305499
450	39.12900422
451	39.07990015
452	39.05930965
453	39.01065073
454	38.96076956
455	38.93542908
456	38.88305851
457	38.85987024
458	38.83638774
459	38.82085902
460	38.78485298
461	38.76359545
462	38.71245266
463	38.68617294
464	38.63894158
465	38.62242969
466	38.58026393
467	38.52023605
468	38.48284139
469	38.45309878
470	38.41649892
471	38.39213705
472	38.34146673
473	38.31271658
474	38.2976894
475	38.26000365
476	38.22190753
477	38.16752308
478	38.11744203
479	38.08937715
480	38.0620233
481	38.03574807
482	37.98344661
483	37.96533165
484	37.90846256
485	37.87604061
486	37.85710669
487	37.80340183
488	37.78443268
489	37.76602385
490	37.74574699
491	37.73957057
492	37.71781672
493	37.69407449
494	37.66263186
495	37.63863632
496	37.61017562
497	37.58667659
498	37.56147877
499	37.52022657
500	37.50484544
501	37.48319763
502	37.44698354
503	37.35569909
504	37.30732018
505	37.27775397
506	37.25179352
507	37.22447632
508	37.19939213
509	37.13041777
510	37.09557094
511	37.0611439
512	37.02387752
513	37.00477364
514	36.9875254
515	36.96325881
516	36.91040995
517	36.8881385
518	36.87329419
519	36.850689
520	36.8186385
521	36.79302195
522	36.74517889
523	36.72454876
524	36.68387412
525	36.66725878
526	36.63418854
527	36.59349238
528	36.51553394
529	36.45152253
530	36.42925895
531	36.39413001
532	36.36164132
533	36.34894773
534	36.31765592
535	36.28930156
536	36.24002391
537	36.20840166
538	36.1805403
539	36.14818509
540	36.11282233
541	36.08808667
542	36.0287316
543	36.01642985
544	36.00368742
545	35.99391494
546	35.98717337
547	35.93159219
548	35.85398211
549	35.8292428
550	35.78417358
551	35.76355742
552	35.71565404
553	35.68130732
554	35.67469017
555	35.63117664
556	35.59211931
557	35.56142744
558	35.50560114
559	35.48900463
560	35.46935277
561	35.44754988
562	35.37933725
563	35.34756073
564	35.32925569
565	35.2749383
566	35.2471626
567	35.22974779
568	35.20394144
569	35.17721559
570	35.14660413
571	35.13436896
572	35.10629178
573	35.06035332
574	35.0320222
575	35.02577598
576	35.00628388
577	34.99599719
578	34.9414605
579	34.9047654
580	34.87533678
581	34.82586201
582	34.77829706
583	34.73367912
584	34.71142771
585	34.69918012
586	34.63491675
587	34.60909067
588	34.57863069
589	34.55177177
590	34.52435327
591	34.50330817
592	34.45850019
593	34.4304369
594	34.4125939
595	34.40026035
596	34.38292199
597	34.35275856
598	34.33065004
599	34.31192026
600	34.29026009
601	34.28425891
602	34.25947996
603	34.24425519
604	34.22345972
605	34.19685866
606	34.15986412
607	34.14752403
608	34.10200415
609	34.08548042
610	34.06779586
611	34.01526882
612	33.99833239
613	33.94396796
614	33.92415076
615	33.90540784
616	33.86247908
617	33.85194922
618	33.84619257
619	33.78898487
620	33.77076699
621	33.74448815
622	33.72683929
623	33.70657504
624	33.68367156
625	33.66475024
626	33.64756521
627	33.62791751
628	33.60024923
629	33.57123422
