,0,1,2,3,4,5,6,7
performance_metrics,R2,MAE,MSE,RMSE,MAPE,EV,maxE,minE
training,0.9988584537572778,4.596985047627477,37.88225042653155,6.154855841246937,0.0009539408646955038,0.9988625168826459,30.06123303988261,0.014687978797155665
testing,0.9845593496099949,12.471659736480875,519.1428229303555,22.784705899579997,0.0025828135340635354,0.9845938953120108,195.3066490921692,0.04287781938910484
