,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,RMSE,MAPE,maxE,minE
training,0.9778038652572506,13.322647252668014,733.8694593166524,27.090025088889313,0.0027241093380770474,293.95568454833574,0.004724186665953312
testing,0.9379346086509333,24.334463276001884,2101.991717584942,45.84748321974656,0.004955048092146457,328.64262536833303,0.022634626666331314
