,0,1,2,3,4,5,6
performance_metrics,R2,MAE,MSE,MAPE,EV,maxE,minE
training,0.7408886311157323,64.35633678153083,8579.003123665745,0.01324998319887295,0.7408886311157323,456.0128163631516,0.06412984743838024
testing,0.7304976640837624,65.6545113732367,9114.467702738995,0.013548004490651761,0.7305014099677405,448.59356390954235,0.10907326265260053
